#4103
2940	40	
6532	25	
3581	55	
7723	58	
1435	53	
6486	55	
5037	47	
560	60	
10000	31	
8432	47	
5615	21	
198	31	
9647	54	
2747	43	
8921	63	
7342	64	
4906	30	
4334	55	
4343	46	
4913	52	
252	45	
3303	33	
1285	54	
982	42	
3275	30	
4839	52	
820	62	
6848	47	
4874	24	
6966	21	
5118	46	
5338	44	
3850	43	
7813	36	
9422	21	
9353	36	
4623	37	
9404	38	
4606	65	
5320	56	
2177	23	
2667	30	
5141	64	
593	30	
2575	54	
7795	32	
8500	32	
8545	21	
9333	62	
2583	35	
1553	42	
9755	68	
8614	67	
9874	69	
4714	42	
9973	36	
6982	57	
1804	57	
9490	65	
2445	49	
2074	32	
3647	55	
509	68	
5897	55	
7527	64	
7375	59	
9964	61	
2655	64	
8039	25	
1675	25	
3225	35	
6253	26	
4666	61	
8278	30	
2125	64	
9235	34	
6805	58	
6241	37	
1984	58	
5899	32	
2296	44	
2530	29	
90	29	
6883	65	
1272	33	
3530	46	
5155	28	
3463	22	
9912	45	
6963	57	
4350	25	
9657	37	
5598	20	
3785	37	
5522	62	
1195	20	
1116	21	
5120	23	
3493	57	
3408	28	
3650	20	
9508	58	
3770	62	
23	37	
8861	28	
5175	49	
1095	47	
8208	30	
9109	57	
1663	30	
4299	66	
6998	63	
2501	50	
7286	65	
485	40	
4617	33	
9351	52	
8333	24	
9505	58	
7115	33	
91	31	
107	25	
3254	57	
6409	59	
5005	24	
1153	39	
7842	59	
3360	66	
4431	52	
294	66	
956	46	
330	43	
677	45	
6177	42	
6537	63	
5184	57	
2752	26	
8290	36	
3040	20	
3470	61	
3920	27	
3602	42	
7885	30	
3975	49	
647	68	
1578	44	
3113	62	
108	42	
1383	41	
6600	64	
69	60	
9389	25	
3105	45	
9693	44	
5104	27	
1123	58	
9303	67	
5469	24	
7882	62	
5635	44	
3583	30	
2170	48	
14	35	
8491	32	
1014	57	
1793	39	
9448	23	
9481	27	
8000	37	
8824	43	
8945	54	
4060	42	
148	68	
8787	32	
5717	60	
2695	63	
5632	50	
7955	26	
9510	48	
1803	38	
6958	55	
93	35	
1606	27	
4279	28	
2002	46	
1757	69	
9262	46	
5129	42	
2507	33	
3777	22	
5681	34	
3140	59	
5687	35	
4591	49	
9376	55	
1056	63	
8935	20	
1377	31	
5310	47	
3430	42	
880	51	
2079	57	
5408	54	
6816	33	
5379	34	
177	61	
4103	68	
1464	67	
7242	35	
1104	43	
6826	58	
8450	60	
3537	37	
816	27	
6610	50	
4198	57	
515	41	
5587	21	
3236	67	
6230	67	
8095	55	
4109	27	
4407	50	
6452	67	
5568	36	
1072	55	
9662	48	
7689	60	
4017	51	
1208	27	
762	52	
4763	23	
8091	48	
7628	58	
7661	62	
7505	33	
4595	21	
9004	24	
2240	23	
4264	60	
8542	68	
1257	24	
7565	47	
7930	22	
8953	53	
7219	28	
4139	24	
3307	33	
5168	69	
958	65	
805	35	
5890	24	
3290	61	
7888	64	
5588	38	
8519	67	
992	20	
6219	55	
9068	69	
4539	26	
5145	38	
4728	28	
8837	39	
1537	60	
1017	63	
7250	38	
4013	33	
4007	61	
9567	50	
3293	61	
2825	23	
8140	34	
5169	35	
1402	27	
5220	67	
9141	29	
9988	64	
2200	27	
8368	21	
6323	59	
5353	36	
6704	56	
1318	40	
733	67	
1612	39	
5620	56	
9723	54	
3886	51	
655	61	
1356	69	
2671	61	
3024	36	
7212	37	
9820	48	
7727	65	
1789	53	
6398	27	
7989	65	
3783	52	
9710	64	
6780	65	
3903	65	
6068	48	
4668	44	
4394	64	
9769	23	
6174	30	
1625	35	
5403	39	
9852	42	
8119	21	
7910	28	
9721	59	
6603	35	
7835	24	
5483	26	
9580	48	
1647	56	
8744	40	
7022	45	
281	34	
7712	42	
7198	44	
5928	26	
7856	68	
4851	45	
1820	48	
2511	45	
4514	42	
2046	23	
1728	62	
3394	26	
7973	37	
6382	60	
1386	44	
9221	35	
8077	25	
6233	59	
3231	29	
904	47	
5741	49	
6428	57	
9986	41	
1009	69	
7124	61	
5499	21	
7726	67	
9711	48	
6546	28	
5706	63	
9322	59	
8938	25	
6855	46	
8887	23	
5789	69	
9891	60	
9692	31	
8070	65	
8300	30	
3875	39	
1624	58	
4306	23	
8420	42	
9234	30	
3420	56	
9740	56	
3883	37	
761	52	
529	59	
7808	64	
4857	65	
4085	29	
264	31	
3748	25	
7405	42	
8888	63	
7383	36	
4663	51	
8428	30	
1734	49	
8216	25	
8536	49	
9554	40	
3125	26	
9459	64	
9311	52	
3968	21	
6074	57	
4026	53	
7651	22	
4100	20	
5958	33	
4805	49	
1720	59	
5652	68	
2848	35	
7810	41	
1373	48	
5080	27	
2648	55	
6931	36	
3010	52	
3366	69	
7857	52	
1881	64	
1497	29	
8035	34	
8161	48	
2785	45	
7005	67	
2728	48	
8957	59	
4632	33	
4091	38	
4600	34	
3237	46	
4879	38	
4672	27	
8790	27	
5729	68	
4999	47	
1478	33	
6224	56	
6572	56	
5909	67	
8963	69	
7311	48	
4711	40	
9346	23	
9399	65	
6819	23	
1186	21	
1216	38	
7839	21	
2868	23	
3624	27	
7221	34	
5405	62	
6530	24	
791	66	
2635	44	
4284	45	
556	64	
7759	44	
1762	65	
8683	42	
6930	64	
4800	58	
5248	41	
1328	26	
4869	21	
433	32	
9000	61	
3750	38	
5779	37	
6345	65	
4545	22	
3239	48	
1215	53	
7900	60	
2256	50	
6974	34	
7687	63	
5650	65	
4658	48	
1219	59	
8238	29	
1341	54	
2259	35	
1767	20	
5772	24	
6699	53	
7932	65	
318	55	
5157	66	
3636	23	
2398	28	
701	61	
8183	60	
2681	68	
1520	64	
8027	56	
9995	36	
4079	61	
8779	48	
2454	64	
2515	24	
6914	28	
2555	53	
9596	27	
4442	21	
5595	55	
8923	23	
7550	34	
4930	32	
5250	68	
1083	65	
8546	43	
465	66	
6613	67	
9255	50	
7707	60	
4121	68	
8965	47	
6211	41	
5726	63	
6169	62	
4141	61	
4626	45	
5328	64	
8426	68	
234	46	
1050	41	
1692	48	
1997	22	
7085	34	
9592	45	
9132	22	
3834	59	
3013	34	
2414	51	
3598	62	
6222	36	
3559	20	
4092	51	
7632	55	
7246	36	
280	36	
5233	30	
7531	67	
4293	55	
910	22	
6588	43	
2514	28	
3585	57	
3531	30	
3500	23	
9542	46	
6554	27	
4752	47	
3194	57	
8631	52	
4919	45	
4086	36	
4247	41	
5771	34	
7054	41	
3120	43	
6259	53	
6838	38	
3145	51	
9083	55	
6713	33	
6939	43	
5114	69	
8304	23	
3747	37	
8065	50	
1626	62	
6044	29	
4681	69	
162	30	
855	69	
1128	52	
1512	48	
1589	21	
2289	54	
2022	32	
6215	20	
9100	31	
6561	25	
9441	46	
6893	65	
3381	27	
6938	36	
250	37	
8158	51	
8215	57	
3563	61	
832	40	
329	57	
7950	66	
9383	61	
6926	58	
6031	36	
6979	62	
5456	27	
261	37	
8367	55	
7235	53	
8053	35	
1205	30	
3749	46	
1752	64	
3506	43	
6553	30	
1802	34	
3948	68	
7252	34	
4370	35	
3959	44	
9607	26	
3180	28	
3655	37	
5617	21	
1778	23	
4368	57	
6125	64	
7750	35	
1474	25	
5670	33	
8109	44	
5904	28	
3957	34	
6372	67	
3073	52	
4301	51	
2247	48	
3030	67	
2983	62	
7143	45	
4960	47	
4197	34	
5834	67	
3888	44	
1218	20	
8356	62	
9905	42	
365	33	
7377	63	
8490	67	
4548	29	
8507	66	
9561	35	
3280	35	
3487	33	
2959	56	
3519	64	
2881	64	
420	60	
2816	56	
611	54	
2045	35	
5975	43	
5878	58	
1904	26	
5406	68	
2890	53	
9845	62	
7597	63	
5618	35	
9230	32	
5463	32	
6277	36	
6421	35	
5159	30	
557	40	
2391	21	
5703	43	
4067	41	
3457	31	
4304	45	
7752	36	
8043	30	
1745	30	
2069	31	
2110	38	
3954	60	
7714	25	
8455	27	
5787	50	
3938	26	
5003	47	
9199	31	
8113	46	
4518	40	
513	56	
1938	48	
841	32	
5616	69	
7653	69	
3919	46	
5171	57	
4169	33	
1224	30	
2950	54	
7366	45	
5078	49	
3570	32	
447	34	
5513	55	
241	67	
8993	64	
9186	63	
2422	20	
6538	68	
8934	62	
2384	26	
4790	61	
9023	39	
1344	26	
6822	41	
2551	24	
5050	25	
5384	31	
4016	30	
82	22	
1488	31	
7567	35	
7125	65	
5501	48	
5768	35	
7037	52	
563	29	
8592	26	
8499	64	
1840	21	
3687	27	
7668	53	
4479	41	
6197	66	
6046	43	
9909	46	
1736	37	
5728	67	
4205	31	
2333	60	
1277	37	
7236	33	
3106	35	
7109	41	
