3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,2,1
9,1,1
10,2,1
10,3,2
10,1,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,1,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,1,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,1,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,1,2
10,2,2
10,2,2
10,1,2
10,1,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,3,2
10,1,2
10,2,2
10,1,2
10,2,2
10,3,2
10,2,2
10,2,2
10,2,2
10,3,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,1,2
10,3,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,1,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,3,2
10,1,3
10,2,3
10,1,3
10,2,3
10,3,3
10,1,3
10,2,3
10,2,3
10,2,3
10,2,3
11,1,1
12,1,1
13,1,1
14,1,1
15,2,1
16,2,1
17,2,1
18,1,1
19,2,1
20,2,1
20,2,3
20,3,3
20,2,3
20,2,3
20,2,3
21,2,1
22,2,1
23,2,1
24,2,1
25,2,1
27,2,1
27,1,1
28,2,1
29,1,1
30,2,1
30,2,3
30,3,3
30,3,3
30,2,3
30,2,3
31,1,1
32,2,1
33,2,1
34,2,1
35,2,1
36,1,1
37,2,1
39,3,1
39,2,1
40,2,1
40,3,3
40,3,3
40,3,3
40,2,3
40,3,3
41,2,1
42,3,1
43,2,1
44,2,1
45,1,1
47,2,1
47,3,1
48,1,1
50,3,1
50,2,1
50,3,3
50,3,3
50,2,3
50,3,3
50,3,3
51,2,1
52,3,1
53,2,1
54,2,1
55,2,1
57,2,1
57,2,1
59,2,1
59,2,1
60,2,1
60,3,3
60,3,3
60,3,3
60,3,3
60,3,3
61,2,1
63,2,1
64,2,1
64,2,1
67,1,1
67,2,1
68,3,1
68,2,1
70,3,1
70,3,1
70,3,3
70,3,3
70,2,3
70,2,3
70,2,3
72,2,1
72,2,1
74,2,1
75,2,1
76,2,1
76,2,1
77,3,1
78,2,1
79,2,1
80,2,1
80,3,3
80,2,3
80,3,3
80,3,3
80,3,3
81,1,1
83,2,1
83,1,1
85,2,1
86,2,1
88,3,1
88,2,1
89,2,1
89,2,1
90,2,1
90,3,3
90,3,3
90,3,3
90,3,3
90,3,3
94,3,1
94,2,1
94,2,1
94,2,1
96,2,1
98,2,1
98,3,1
99,3,1
99,2,1
100,2,1
100,2,3
100,3,3
100,3,3
100,3,3
100,3,3
102,2,1
105,2,1
105,2,1
105,3,1
107,2,1
107,2,1
108,2,1
109,1,1
110,2,1
110,2,1
110,2,3
110,3,3
110,3,3
110,3,3
110,3,3
112,2,1
115,3,1
116,2,1
117,3,1
118,3,1
118,2,1
120,2,1
120,3,1
120,3,1
120,2,1
120,3,3
120,3,3
120,3,3
120,3,3
120,2,3
123,3,1
124,2,1
125,3,1
125,2,1
127,3,1
129,3,1
130,3,1
130,2,1
130,2,1
130,2,1
130,3,3
130,3,3
130,3,3
130,3,3
130,3,3
133,3,1
135,2,1
136,3,1
137,2,1
137,2,1
137,3,1
139,3,1
140,3,1
140,2,1
140,3,1
140,3,3
140,3,3
140,3,3
140,3,3
140,2,3
143,2,1
144,3,1
146,2,1
147,2,1
147,2,1
148,3,1
149,2,1
149,3,1
150,2,1
150,2,1
150,4,3
150,4,3
150,3,3
150,3,3
150,3,3
152,3,1
153,2,1
153,2,1
156,2,1
157,2,1
160,2,1
160,3,1
160,2,1
160,2,1
160,3,1
160,1,3
160,3,3
160,4,3
160,4,3
160,3,3
164,2,1
164,1,1
164,2,1
165,2,1
166,3,1
169,2,1
170,3,1
170,2,1
170,3,1
170,3,1
170,3,3
170,4,3
170,3,3
170,3,3
170,3,3
174,1,1
175,2,1
176,3,1
176,3,1
177,2,1
179,2,1
180,3,1
180,2,1
180,3,1
180,3,1
180,3,3
180,4,3
180,3,3
180,3,3
180,3,3
184,2,1
184,3,1
186,2,1
186,2,1
186,3,1
186,2,1
190,2,1
190,2,1
190,2,1
190,2,1
190,3,3
190,3,3
190,2,3
190,3,3
190,4,3
193,2,1
196,3,1
197,3,1
197,2,1
199,3,1
200,3,1
200,3,1
200,3,1
200,3,1
200,3,1
200,3,3
200,3,3
200,2,3
200,3,3
200,3,3
207,2,1
208,3,1
208,3,1
208,2,1
208,2,1
210,3,1
210,2,1
210,3,1
210,2,1
210,3,1
210,2,3
210,3,3
210,2,3
210,2,3
210,4,3
214,2,1
215,2,1
218,2,1
218,2,1
218,3,1
218,2,1
218,3,1
218,2,1
220,2,1
220,3,1
220,3,3
220,3,3
220,3,3
220,3,3
220,3,3
223,3,1
226,2,1
227,2,1
228,2,1
228,3,1
229,3,1
230,3,1
230,2,1
230,3,1
230,2,1
230,2,3
230,2,3
230,3,3
230,3,3
230,3,3
235,3,1
236,1,1
237,2,1
238,2,1
240,3,1
240,3,1
240,3,1
240,2,1
240,2,1
240,3,1
240,3,3
240,4,3
240,3,3
240,3,3
240,3,3
243,2,1
243,2,1
245,2,1
246,1,1
247,3,1
248,3,1
